Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Description,Risk target
49,male,2,free,little,little,2964,24,car,"1. The applicant is a 49-year-old male with a moderate job level and limited savings and checking accounts. He is seeking a loan of $2,964 over 24 months for the purpose of purchasing a car. His housing situation is listed as ""free,"" which may indicate that he does not have rent or mortgage payments.",Bad risk
24,male,1,rent,little,little,1546,24,radio/TV,"2. The applicant is a 24-year-old male with an entry-level job and limited savings and checking accounts. He is renting his housing and seeking a loan of $1,546 over 24 months for the purpose of purchasing a radio or TV.",Bad risk
29,female,2,own,little,rich,683,6,radio/TV,"3. The applicant is a 29-year-old female with a moderate job level. She owns her own home and has a rich checking account balance, but limited savings. She is seeking a relatively small loan of $683 over 6 months for the purpose of purchasing a radio or TV.",Good risk
37,male,2,free,little,moderate,12389,36,car,"4. The applicant is a 37-year-old male with a moderate job level and limited savings account. He has a moderate checking account balance and is seeking a substantial loan of $12,389 over 36 months for the purpose of purchasing a car. His housing situation is listed as ""free,"" which may indicate that he does not have rent or mortgage payments.",Bad risk
37,male,3,own,little,moderate,4712,24,business,"5. The applicant is a 37-year-old male with a higher job level and limited savings account. He owns his own home and has a moderate checking account balance. He is seeking a loan of $4,712 over 24 months for business purposes.",Good risk
23,female,2,rent,moderate,moderate,1553,24,radio/TV,"1. A 23-year-old female applicant with a moderate savings and checking account balance is seeking a credit amount of $1,553 for a 24-month loan to purchase a radio/TV. She currently rents her housing and holds a job level of 2.",Good risk
36,male,2,own,little,little,1372,12,car,"2. A 36-year-old male applicant with little savings and checking account balances is seeking a credit amount of $1,372 for a 12-month loan to purchase a car. He owns his housing and holds a job level of 2.",Good risk
34,male,2,own,rich,moderate,2578,24,radio/TV,"3. A 34-year-old male applicant with a rich savings account and moderate checking account balance is seeking a credit amount of $2,578 for a 24-month loan to purchase a radio/TV. He owns his housing and holds a job level of 2.",Good risk
41,male,2,own,little,moderate,3979,48,radio/TV,"4. A 41-year-old male applicant with little savings and a moderate checking account balance is seeking a credit amount of $3,979 for a 48-month loan to purchase a radio/TV. He owns his housing and holds a job level of 2.",Bad risk
31,female,2,own,little,little,6758,48,radio/TV,"5. A 31-year-old female applicant with little savings and checking account balances is seeking a credit amount of $6,758 for a 48-month loan to purchase a radio/TV. She owns her housing and holds a job level of 2.",Bad risk
23,female,1,rent,little,little,3234,24,furniture/equipment,"1. The applicant is a 23-year-old female with a modest income and limited savings and checking account balances. She is seeking a credit amount of $3,234 for a 24-month term to finance furniture or equipment purchases. Given her age and financial situation, a thorough evaluation of her creditworthiness and ability to repay the loan would be prudent.",Bad risk
38,male,2,own,little,moderate,5954,30,radio/TV,"2. The applicant is a 38-year-old male with a stable job and homeownership. While his savings account balance is low, he maintains a moderate checking account balance. He is requesting a credit amount of $5,954 for a 30-month term to purchase a radio or TV. His employment and housing situation suggest a relatively stable financial profile, but a comprehensive assessment of his income, existing debts, and credit history would be advisable.",Bad risk
26,female,3,rent,little,moderate,5433,24,car,"3. The applicant is a 26-year-old female employed in a higher job level, indicating a potentially higher income. However, she has limited savings and rents her housing. She is seeking a credit amount of $5,433 for a 24-month term to purchase a car. A detailed analysis of her income, expenses, and credit history would be necessary to determine her ability to manage the requested loan amount and term.",Bad risk
22,female,1,own,little,little,806,15,business,"4. The applicant is a 22-year-old female with a modest income and limited savings and checking account balances. Despite her young age and financial situation, she is a homeowner seeking a credit amount of $806 for a 15-month term for business purposes. A thorough evaluation of her business plan, projected cash flows, and creditworthiness would be essential before approving the loan request.",Bad risk
27,male,1,own,little,moderate,1082,9,radio/TV,"5. The applicant is a 27-year-old male with a modest income and homeownership. While his savings account balance is low, he maintains a moderate checking account balance. He is requesting a credit amount of $1,082 for a 9-month term to purchase a radio or TV. His housing situation suggests some financial stability, but a comprehensive assessment of his income, existing debts, and credit history would be advisable before making a lending decision.",Good risk
24,female,2,own,little,moderate,2788,15,furniture/equipment,"1. The applicant is a 24-year-old female with a job level of 2, who owns a home. She has little savings but a moderate checking account balance. She is seeking a credit amount of $2,788 for a 15-month term to purchase furniture or equipment.",Good risk
27,female,2,own,little,moderate,2930,12,radio/TV,"2. The applicant is a 27-year-old female with a job level of 2, who owns a home. She has little savings but a moderate checking account balance. She is seeking a credit amount of $2,930 for a 12-month term to purchase a radio or TV.",Good risk
33,female,2,own,little,moderate,1927,24,education,"3. The applicant is a 33-year-old female with a job level of 2, who owns a home. She has little savings but a moderate checking account balance. She is seeking a credit amount of $1,927 for a 24-month term to finance her education.",Good risk
27,male,2,own,little,moderate,2820,36,car,"4. The applicant is a 27-year-old male with a job level of 2, who owns a home. He has little savings but a moderate checking account balance. He is seeking a credit amount of $2,820 for a 36-month term to purchase a car.",Good risk
27,male,1,own,little,moderate,937,24,education,"5. The applicant is a 27-year-old male with a job level of 1, who owns a home. He has little savings but a moderate checking account balance. He is seeking a credit amount of $937 for a 24-month term to finance his education.",Good risk
30,male,2,own,little,moderate,1056,18,car,"1. This is a 30-year-old male applicant with a job level of 2, who owns his housing and has little savings but a moderate checking account balance. He is seeking a loan of $1,056 for 18 months to finance a car purchase.",Good risk
49,male,1,own,little,moderate,3124,12,car,"2. This is a 49-year-old male applicant with a job level of 1, who owns his housing and has little savings but a moderate checking account balance. He is seeking a loan of $3,124 for 12 months to finance a car purchase.",Bad risk
26,female,2,rent,little,moderate,1388,9,furniture/equipment,"3. This is a 26-year-old female applicant with a job level of 2, who rents her housing and has little savings but a moderate checking account balance. She is seeking a loan of $1,388 for 9 months to purchase furniture or equipment.",Good risk
33,male,1,rent,little,moderate,2384,36,repairs,"4. This is a 33-year-old male applicant with a job level of 1, who rents his housing and has little savings but a moderate checking account balance. He is seeking a loan of $2,384 for 36 months to finance repairs.",Bad risk
52,female,3,free,little,moderate,2133,12,car,"5. This is a 52-year-old female applicant with a job level of 3, who has free housing and little savings but a moderate checking account balance. She is seeking a loan of $2,133 for 12 months to finance a car purchase.",Bad risk
20,female,2,rent,little,little,2039,18,furniture/equipment,"1. This credit application is from a 20-year-old female renting accommodation. She has little savings and a modest checking account balance. The requested credit amount is $2,039 for furniture/equipment, with a loan duration of 18 months. Given her age and financial circumstances, a thorough review of her income, employment stability, and creditworthiness would be advisable before approving the loan.",Bad risk
36,male,2,rent,little,little,2799,9,car,"2. The applicant is a 36-year-old male renting accommodation with little savings and a modest checking account balance. He is seeking a loan of $2,799 for the purchase of a car, with a loan duration of 9 months. His job level suggests a stable income, and the loan amount and duration appear reasonable for the stated purpose. However, a comprehensive assessment of his credit history and repayment capacity would be recommended.",Good risk
21,male,1,own,little,little,1289,12,furniture/equipment,"3. This credit application is from a 21-year-old male homeowner with little savings and a modest checking account balance. The requested credit amount is $1,289 for furniture/equipment, with a loan duration of 12 months. While homeownership is a positive factor, his young age and job level may indicate limited income and credit history. A thorough evaluation of his financial situation and ability to repay the loan would be necessary.",Bad risk
47,male,1,own,little,little,1217,18,domestic appliances,"4. The applicant is a 47-year-old male homeowner with little savings and a modest checking account balance. He is seeking a loan of $1,217 for domestic appliances, with a loan duration of 18 months. His age and homeownership status suggest potential financial stability, but a review of his income, credit history, and overall debt obligations would be advisable before approving the loan.",Good risk
60,male,2,own,little,little,2246,12,furniture/equipment,"5. This credit application is from a 60-year-old male homeowner with little savings and a modest checking account balance. The requested credit amount is $2,246 for furniture/equipment, with a loan duration of 12 months. His age and job level may indicate a stable income source, but a comprehensive assessment of his financial situation, including retirement plans and existing debt obligations, would be recommended before granting the loan.",Bad risk
58,female,1,own,little,little,385,12,radio/TV,1. A 58-year-old female applicant with a modest income and limited savings and checking accounts is seeking a small loan of $385 for 12 months to purchase a radio or TV. Her financial situation suggests a moderate credit risk.,Good risk
42,female,2,rent,little,moderate,1965,24,car,"2. A 42-year-old female applicant with a stable job and moderate checking account balance is seeking a substantial loan of $1,965 for 24 months to purchase a car. Her financial profile indicates a reasonable credit risk.",Good risk
36,female,1,own,rich,moderate,1572,21,business,"3. A 36-year-old female applicant with a modest income but substantial savings and a moderate checking account balance is seeking a sizable loan of $1,572 for 21 months for business purposes. Her financial situation suggests a relatively low credit risk.",Good risk
20,female,1,rent,little,moderate,2718,24,car,"4. A 20-year-old female applicant with a modest income, limited savings, and a moderate checking account balance is seeking a substantial loan of $2,718 for 24 months to purchase a car. Her young age and limited financial resources indicate a higher credit risk.",Bad risk
40,male,3,own,little,little,1358,24,vacation/others,"5. A 40-year-old male applicant with a good job level but limited savings and checking accounts is seeking a loan of $1,358 for 24 months for vacation or other purposes. His financial situation suggests a moderate credit risk.",Good risk
32,female,1,own,moderate,moderate,931,6,car,"1. This applicant is a 32-year-old female with a moderate level of savings and checking accounts. She is applying for a modest credit amount of $931 over a 6-month period to purchase a car. Her job level and home ownership status suggest a stable financial situation, making her a potentially suitable candidate for the loan.",Good risk
23,female,2,rent,little,little,1442,24,car,"2. The applicant is a 23-year-old female renting a property. She has little savings and checking account balances, which may indicate limited financial resources. However, she is applying for a relatively low credit amount of $1,442 over 24 months for a car purchase. Her job level and age suggest potential for future income growth, which could improve her repayment capacity.",Good risk
36,male,1,own,little,moderate,4241,24,business,"3. This applicant is a 36-year-old male homeowner with little savings but moderate checking account balances. He is seeking a substantial credit amount of $4,241 over 24 months for business purposes. While his job level and home ownership suggest stability, the high credit amount and business purpose may require a more thorough assessment of his financial situation and business prospects.",Bad risk
31,male,2,own,little,moderate,2775,18,car,"4. The applicant is a 31-year-old male homeowner with a moderate checking account balance and little savings. He is applying for a credit amount of $2,775 over 18 months to purchase a car. His job level and home ownership status indicate a stable financial situation, and the loan amount and purpose appear reasonable, making him a potentially suitable candidate for the loan.",Good risk
32,male,2,free,little,moderate,3863,24,business,"5. This 32-year-old male applicant resides in a free housing arrangement and has little savings but a moderate checking account balance. He is seeking a substantial credit amount of $3,863 over 24 months for business purposes. While his job level suggests stability, the high credit amount and business purpose may require a more thorough assessment of his financial situation and business prospects.",Bad risk
45,female,2,own,little,moderate,2329,7,radio/TV,"1. A 45-year-old female applicant with a moderate job level, who owns a home, has little savings and a moderate checking account balance, is seeking a credit amount of $2,329 for a 7-month loan to purchase a radio or TV.",Good risk
30,female,2,own,little,moderate,918,9,furniture/equipment,"2. A 30-year-old female applicant with a moderate job level, who owns a home, has little savings and a moderate checking account balance, is seeking a credit amount of $918 for a 9-month loan to purchase furniture or equipment.",Good risk
34,female,1,free,little,moderate,1837,24,education,"3. A 34-year-old female applicant with a low job level, who lives rent-free, has little savings and a moderate checking account balance, is seeking a credit amount of $1,837 for a 24-month loan for educational purposes.",Moderate risk
28,female,3,own,little,moderate,3349,36,furniture/equipment,"4. A 28-year-old female applicant with a high job level, who owns a home, has little savings and a moderate checking account balance, is seeking a credit amount of $3,349 for a 36-month loan to purchase furniture or equipment.",Good risk
23,female,2,own,little,rich,1275,10,furniture/equipment,"5. A 23-year-old female applicant with a moderate job level, who owns a home, has little savings and a rich checking account balance, is seeking a credit amount of $1,275 for a 10-month loan to purchase furniture or equipment.",Good risk
22,male,2,own,quite rich,little,2828,24,furniture/equipment,"1. The applicant is a 22-year-old male with a stable job and a sizable savings account. He is seeking a loan of $2,828 over 24 months to purchase furniture or equipment. Despite his young age, his financial situation appears favorable for loan approval.",Good risk
74,male,3,own,little,moderate,4526,24,business,"2. The applicant is a 74-year-old male with a moderately high job level and a moderate checking account balance. He is requesting a loan of $4,526 over 24 months for business purposes. While his age may raise some concerns, his employment and financial situation could support loan approval.",Moderate risk
50,female,2,free,moderate,moderate,2671,36,radio/TV,"3. The applicant is a 50-year-old female with a moderate job level and moderate savings and checking account balances. She is seeking a loan of $2,671 over 36 months to purchase a radio or TV. Her lack of housing costs and moderate financial situation could make her a suitable candidate for loan approval.",Good risk
33,male,2,own,little,moderate,2051,18,radio/TV,"4. The applicant is a 33-year-old male with a stable job and moderate checking account balance, but little savings. He is requesting a loan of $2,051 over 18 months to purchase a radio or TV. His young age and moderate financial situation could make him a reasonable candidate for loan approval.",Good risk
45,male,2,free,moderate,moderate,1300,15,car,"5. The applicant is a 45-year-old male with a moderate job level and moderate savings and checking account balances. He is seeking a loan of $1,300 over 15 months to purchase a car. His lack of housing costs and moderate financial situation could support loan approval, especially for the relatively small loan amount.",Good risk
22,female,2,own,moderate,little,741,12,domestic appliances,"1. This is a 22-year-old female applicant with a moderate level of income and savings, seeking a relatively small loan of $741 over a 12-month period for the purpose of purchasing domestic appliances. Her financial situation appears stable, and the loan amount and duration seem reasonable for her needs.",Good risk
48,female,1,free,moderate,rich,1240,10,car,"2. This is a 48-year-old female applicant with a lower income level but moderate savings and a rich checking account balance. She is seeking a loan of $1,240 over a 10-month period for the purpose of purchasing a car. While her income is modest, her savings and checking account balances suggest she may have the capacity to repay the loan within the specified timeframe.",Moderate risk
29,female,2,own,rich,little,3357,21,radio/TV,"3. This is a 29-year-old female applicant with a moderate income level and a rich savings account balance. She is seeking a relatively large loan of $3,357 over a 21-month period for the purpose of purchasing a radio or TV. While the loan amount is substantial, her savings and income level may indicate the ability to manage the repayment schedule.",Moderate risk
22,female,2,rent,little,little,3632,24,car,"4. This is a 22-year-old female applicant with a moderate income level but limited savings and checking account balances. She is seeking a substantial loan of $3,632 over a 24-month period for the purpose of purchasing a car. Given her limited financial resources, the loan amount and duration may present a significant burden, and additional consideration may be warranted.",Bad risk
22,female,2,own,little,moderate,1808,18,furniture/equipment,"5. This is a 22-year-old female applicant with a moderate income level and moderate checking account balance but limited savings. She is seeking a loan of $1,808 over an 18-month period for the purpose of purchasing furniture or equipment. While the loan amount is manageable, her limited savings may indicate a potential risk in terms of repayment capacity, and further assessment may be advisable.",Moderate risk
48,male,3,own,little,moderate,12204,48,business,"1. The applicant is a 48-year-old male with a moderate income level, owning a property. While his savings are limited, he maintains a moderate checking account balance. He is seeking a business loan of $12,204 with a repayment period of 48 months.",Bad risk
27,male,3,free,little,moderate,9157,60,radio/TV,"2. The applicant is a 27-year-old male with a moderate income level and free housing. Despite limited savings, he maintains a moderate checking account balance. He is requesting a loan of $9,157 for the purpose of purchasing a radio or TV, with a repayment period of 60 months.",Bad risk
37,male,2,rent,little,little,3676,6,car,"3. The applicant is a 37-year-old male with a lower-middle income level and renting accommodation. Both his savings and checking account balances are limited. He is seeking a loan of $3,676 for the purpose of purchasing a car, with a repayment period of 6 months.",Bad risk
21,female,2,rent,moderate,moderate,3441,30,furniture/equipment,"4. The applicant is a 21-year-old female with a lower-middle income level and renting accommodation. She has moderate savings and checking account balances. She is requesting a loan of $3,441 for the purpose of purchasing furniture or equipment, with a repayment period of 30 months.",Moderate risk
49,male,1,own,little,moderate,640,12,car,"5. The applicant is a 49-year-old male with a low income level and owning a property. While his savings are limited, he maintains a moderate checking account balance. He is seeking a loan of $640 for the purpose of purchasing a car, with a repayment period of 12 months.",Moderate risk
27,male,2,own,little,moderate,3652,21,business,"1. This credit application is for a 27-year-old male with a moderate income level who owns a home. He has a little savings but a moderate checking account balance. The requested credit amount is $3,652 for a 21-month term, with the purpose being to fund a business venture.",Moderate risk
32,male,2,own,little,moderate,1530,18,car,"2. This 32-year-old male applicant with a moderate income level and homeowner status is seeking a $1,530 loan for 18 months to finance a car purchase. He has a little savings but a moderate checking account balance.",Good risk
38,male,2,own,little,moderate,3914,48,business,"3. The applicant is a 38-year-old male with a moderate income level who owns a home. He has a little savings but a moderate checking account balance. The requested credit amount is $3,914 for a 48-month term, with the purpose being to fund a business venture.",Moderate risk
22,female,2,rent,little,little,1858,12,furniture/equipment,"4. This credit application is from a 22-year-old female with a moderate income level who rents her housing. She has little savings and a little checking account balance. The requested credit amount is $1,858 for a 12-month term, with the purpose being to purchase furniture or equipment.",Moderate risk
65,male,2,free,little,little,2600,18,radio/TV,"5. The applicant is a 65-year-old male with a moderate income level and free housing. He has little savings and a little checking account balance. The requested credit amount is $2,600 for an 18-month term, with the purpose being to purchase a radio or TV.",Moderate risk
35,male,2,own,little,moderate,1979,15,radio/TV,1. This credit application is from a 35-year-old male with a moderate level of employment. He owns his own home and has little savings but a moderate checking account balance. He is seeking a loan of 1979 for 15 months to purchase a radio or TV.,Good risk
41,male,2,own,little,rich,2116,6,furniture/equipment,"2. The applicant is a 41-year-old male with a moderate level of employment. He owns his own home, has little savings, but a rich checking account balance. He is requesting a loan of 2116 for 6 months to purchase furniture or equipment.",Good risk
29,male,2,own,moderate,moderate,1437,9,car,3. The applicant is a 29-year-old male with a moderate level of employment. He owns his own home and has moderate savings and checking account balances. He is seeking a loan of 1437 for 9 months to purchase a car.,Good risk
36,male,2,own,quite rich,moderate,4042,42,furniture/equipment,"4. This credit application is from a 36-year-old male with a moderate level of employment. He owns his own home, has quite rich savings, and a moderate checking account balance. He is requesting a loan of 4042 for 42 months to purchase furniture or equipment.",Good risk
64,male,1,own,little,moderate,3832,9,education,"5. The applicant is a 64-year-old male with a lower level of employment. He owns his own home, has little savings, but a moderate checking account balance. He is seeking a loan of 3832 for 9 months for educational purposes.",Moderate risk
28,female,2,own,little,little,3660,24,radio/TV,"1. The applicant is a 28-year-old female with a steady job level of 2 and owns a home. However, she has little savings and checking account balances. She is seeking a credit amount of $3,660 for a 24-month loan to purchase a radio/TV.",Moderate risk
44,male,2,own,little,little,1553,18,furniture/equipment,"2. The applicant is a 44-year-old male with a steady job level of 2 and owns a home. He has little savings and checking account balances. He is seeking a credit amount of $1,553 for an 18-month loan to purchase furniture or equipment.",Moderate risk
23,male,2,own,little,moderate,1444,15,radio/TV,"3. The applicant is a 23-year-old male with a steady job level of 2 and owns a home. He has little savings but a moderate checking account balance. He is seeking a credit amount of $1,444 for a 15-month loan to purchase a radio/TV.",Good risk
19,female,2,rent,little,moderate,1980,9,furniture/equipment,"4. The applicant is a 19-year-old female with a steady job level of 2 and rents her housing. She has little savings but a moderate checking account balance. She is seeking a credit amount of $1,980 for a 9-month loan to purchase furniture or equipment.",Moderate risk
25,female,1,own,little,moderate,1355,24,car,"5. The applicant is a 25-year-old female with a job level of 1 and owns a home. She has little savings but a moderate checking account balance. She is seeking a credit amount of $1,355 for a 24-month loan to purchase a car.",Moderate risk
47,male,2,own,little,moderate,1393,12,education,"1. The applicant is a 47-year-old male with a moderate income level, who owns a home. He has a little savings account balance and a moderate checking account balance. He is seeking a credit amount of $1,393 for a 12-month loan duration to finance educational expenses.",Good risk
28,female,2,own,quite rich,moderate,1376,24,radio/TV,"2. The applicant is a 28-year-old female with a moderate income level, who owns a home. She has a quite rich savings account balance and a moderate checking account balance. She is seeking a credit amount of $1,376 for a 24-month loan duration to purchase a radio or TV.",Good risk
21,male,2,own,little,moderate,15653,60,radio/TV,"3. The applicant is a 21-year-old male with a moderate income level, who owns a home. He has a little savings account balance and a moderate checking account balance. He is seeking a substantial credit amount of $15,653 for a 60-month loan duration to purchase a radio or TV.",Bad risk
34,female,2,own,little,moderate,1493,12,radio/TV,"4. The applicant is a 34-year-old female with a moderate income level, who owns a home. She has a little savings account balance and a moderate checking account balance. She is seeking a credit amount of $1,493 for a 12-month loan duration to purchase a radio or TV.",Good risk
26,male,2,own,little,little,4370,42,radio/TV,"5. The applicant is a 26-year-old male with a moderate income level, who owns a home. He has a little savings account balance and a little checking account balance. He is seeking a credit amount of $4,370 for a 42-month loan duration to purchase a radio or TV.",Bad risk
27,female,0,own,little,little,750,18,education,1. The applicant is a 27-year-old female seeking a credit amount of $750 for educational purposes over 18 months. She owns her own housing but has little savings and checking account balances. Her job level and financial situation suggest a moderate credit risk for this educational loan.,Moderate risk
38,male,1,own,little,moderate,1308,15,repairs,"2. This 38-year-old male applicant, employed at job level 1, is seeking a credit amount of $1,308 for home repairs over 15 months. He owns his own housing and has little savings but a moderate checking account balance. His financial profile indicates a moderate credit risk for this short-term loan.",Moderate risk
40,male,3,own,moderate,moderate,4623,15,education,"3. The applicant is a 40-year-old male employed at job level 3, seeking a credit amount of $4,623 for educational purposes over 15 months. He owns his own housing and has moderate savings and checking account balances. His financial situation and employment level suggest a lower credit risk for this educational loan.",Good risk
33,male,2,own,little,moderate,1851,24,radio/TV,"4. This 33-year-old male applicant, employed at job level 2, is seeking a credit amount of $1,851 for purchasing radio/TV equipment over 24 months. He owns his own housing, has little savings but a moderate checking account balance. His financial profile and loan purpose indicate a moderate credit risk for this extended loan term.",Moderate risk
32,male,3,own,little,little,1880,18,radio/TV,"5. The applicant is a 32-year-old male employed at job level 3, seeking a credit amount of $1,880 for purchasing radio/TV equipment over 18 months. He owns his own housing but has little savings and checking account balances. His employment level suggests a lower credit risk, but his financial situation indicates a moderate risk for this loan.",Moderate risk
27,male,2,rent,little,moderate,7980,36,business,"1. The applicant is a 27-year-old male with a job level of 2, renting accommodation. He has little savings but a moderate checking account balance. He is seeking a credit amount of $7,980 for a business purpose, with a loan duration of 36 months.",Bad risk
32,male,2,own,little,little,4583,30,furniture/equipment,"2. The applicant is a 32-year-old male with a job level of 2, owning a property. He has little savings and a little checking account balance. He is seeking a credit amount of $4,583 for furniture or equipment, with a loan duration of 30 months.",Moderate risk
26,female,2,own,quite rich,moderate,1386,12,car,"3. The applicant is a 26-year-old female with a job level of 2, owning a property. She has a quite rich savings account and a moderate checking account balance. She is seeking a credit amount of $1,386 for a car, with a loan duration of 12 months.",Good risk
38,male,2,free,little,rich,947,24,car,"4. The applicant is a 38-year-old male with a job level of 2, living in free accommodation. He has little savings but a rich checking account balance. He is seeking a credit amount of $947 for a car, with a loan duration of 24 months.",Good risk
40,male,1,rent,little,little,684,12,education,"5. The applicant is a 40-year-old male with a job level of 1, renting accommodation. He has little savings and a little checking account balance. He is seeking a credit amount of $684 for education purposes, with a loan duration of 12 months.",Moderate risk
50,male,3,free,little,little,7476,48,education,"1. This credit application is from a 50-year-old male seeking an educational loan of $7,476 for a duration of 48 months. He has a job level of 3 and free housing, but little savings and checking account balances, which may impact his ability to make payments.",Good risk
37,male,1,own,little,moderate,1922,12,furniture/equipment,"2. The applicant is a 37-year-old male with a job level of 1, seeking a $1,922 loan for furniture or equipment over 12 months. He owns his housing and has moderate checking account balance, but little savings, which could affect his repayment capacity.",Good risk
45,male,2,own,little,little,2303,24,car,"3. This is a 45-year-old male with a job level of 2, applying for a $2,303 car loan over 24 months. He owns his housing but has little savings and checking account balances, which may raise concerns about his ability to repay the loan.",Bad risk
42,male,3,own,moderate,moderate,8086,36,car,"4. The applicant is a 42-year-old male with a job level of 3, seeking an $8,086 car loan for 36 months. He owns his housing and has moderate savings and checking account balances, which could positively impact his creditworthiness.",Good risk
35,male,2,own,little,moderate,2346,24,car,"5. This is a 35-year-old male with a job level of 2, applying for a $2,346 car loan over 24 months. He owns his housing and has a moderate checking account balance, but little savings, which may affect his repayment capacity.",Bad risk
22,male,2,free,little,little,3973,14,car,1. The applicant is a 22-year-old male with a job level of 2 and currently living in free housing. He has little savings and checking account balances. He is seeking a loan of 3973 for a car with a duration of 14 months.,Bad risk
41,male,1,own,little,moderate,888,12,car,2. The applicant is a 41-year-old male with a job level of 1 and owns his housing. He has little savings but a moderate checking account balance. He is seeking a loan of 888 for a car with a duration of 12 months.,Good risk
37,male,2,own,little,moderate,10222,48,radio/TV,3. The applicant is a 37-year-old male with a job level of 2 and owns his housing. He has little savings but a moderate checking account balance. He is seeking a loan of 10222 for radio/TV with a duration of 48 months.,Bad risk
28,female,2,own,little,moderate,4221,30,business,4. The applicant is a 28-year-old female with a job level of 2 and owns her housing. She has little savings but a moderate checking account balance. She is seeking a loan of 4221 for business purposes with a duration of 30 months.,Good risk
41,male,2,own,little,moderate,6361,18,furniture/equipment,5. The applicant is a 41-year-old male with a job level of 2 and owns his housing. He has little savings but a moderate checking account balance. He is seeking a loan of 6361 for furniture/equipment with a duration of 18 months.,Good risk
23,male,2,rent,little,rich,1297,12,radio/TV,"1. This is a credit application from a 23-year-old male with a moderate job level. He currently rents his housing and has a rich checking account balance but little savings. The requested credit amount is $1,297 for a 12-month loan, intended for the purchase of a radio or TV.",Good risk
23,male,2,own,little,little,900,12,car,2. This applicant is a 23-year-old male with a moderate job level. He owns his housing but has little savings and a little balance in his checking account. The requested credit amount is $900 for a 12-month loan to finance the purchase of a car.,Bad risk
50,male,2,own,little,moderate,2241,21,furniture/equipment,"3. The applicant is a 50-year-old male with a moderate job level. He owns his housing and has little savings but a moderate checking account balance. The requested credit amount is $2,241 for a 21-month loan to finance the purchase of furniture or equipment.",Good risk
35,male,3,own,little,moderate,1050,6,furniture/equipment,"4. This is a credit application from a 35-year-old male with a higher job level. He owns his housing and has little savings but a moderate checking account balance. The requested credit amount is $1,050 for a 6-month loan to finance the purchase of furniture or equipment.",Good risk
50,female,1,own,little,rich,1047,6,education,"5. The applicant is a 50-year-old female with a lower job level. She owns her housing and has little savings but a rich checking account balance. The requested credit amount is $1,047 for a 6-month loan intended for educational purposes.",Good risk
27,male,3,own,little,moderate,6314,24,vacation/others,"1. The applicant is a 27-year-old male with a moderate job level, who owns a home. He has little savings and a moderate checking account balance. He is seeking a credit amount of $6,314 for a 24-month loan, primarily for vacation or other purposes.",Bad risk
34,male,2,own,rich,moderate,3496,30,furniture/equipment,"2. The applicant is a 34-year-old male with a lower job level, who owns a home. He has a rich savings account and a moderate checking account balance. He is seeking a credit amount of $3,496 for a 30-month loan, primarily for furniture or equipment purchases.",Good risk
27,female,2,own,little,moderate,3609,48,business,"3. The applicant is a 27-year-old female with a lower job level, who owns a home. She has little savings and a moderate checking account balance. She is seeking a credit amount of $3,609 for a 48-month loan, primarily for business purposes.",Good risk
43,male,2,rent,little,little,4843,12,car,"4. The applicant is a 43-year-old male with a lower job level, who rents his housing. He has little savings and a little checking account balance. He is seeking a credit amount of $4,843 for a 12-month loan, primarily for purchasing a car.",Bad risk
47,male,2,own,little,rich,3017,30,radio/TV,"5. The applicant is a 47-year-old male with a lower job level, who owns a home. He has little savings and a rich checking account balance. He is seeking a credit amount of $3,017 for a 30-month loan, primarily for purchasing a radio or TV.",Good risk
27,male,1,own,moderate,moderate,4139,24,business,"1. This is a 27-year-old male applicant who owns a home and has moderate savings and checking account balances. He is seeking a business loan of $4,139 with a 24-month repayment term. His job level and financial situation suggest a reasonable credit profile for this loan request.",Good risk
31,male,2,own,moderate,moderate,5742,36,business,"2. This 31-year-old male applicant owns a home and has moderate savings and checking account balances. He is employed at a higher job level and is requesting a business loan of $5,742 with a 36-month repayment term. His financial situation and employment status indicate a solid credit profile for this loan request.",Good risk
42,male,3,own,little,moderate,10366,60,car,"3. This is a 42-year-old male applicant who owns a home and has little savings but a moderate checking account balance. He is employed at a higher job level and is seeking a car loan of $10,366 with a 60-month repayment term. While his savings are limited, his employment status and loan purpose suggest a reasonable credit profile for this loan request.",Good risk
24,male,2,own,quite rich,moderate,2080,6,car,"4. This is a 24-year-old male applicant who owns a home and has quite rich savings and a moderate checking account balance. He is employed at a higher job level and is requesting a car loan of $2,080 with a 6-month repayment term. His young age is offset by his strong savings and employment status, indicating a favorable credit profile for this loan request.",Good risk
41,male,1,own,quite rich,moderate,2580,21,business,"5. This 41-year-old male applicant owns a home and has quite rich savings and a moderate checking account balance. He is employed at a lower job level and is seeking a business loan of $2,580 with a 21-month repayment term. While his job level is lower, his savings and loan purpose suggest a reasonable credit profile for this loan request.",Good risk
26,female,3,rent,little,moderate,4530,30,radio/TV,"1. A 26-year-old female with a job level of 3, renting a home, has applied for a credit amount of $4,530 over a 30-month period to purchase a radio or TV. She has a little savings account balance and a moderate checking account balance.",Bad risk
33,male,2,own,little,moderate,5150,24,furniture/equipment,"2. A 33-year-old male with a job level of 2, owning a home, has applied for a credit amount of $5,150 over a 24-month period to purchase furniture or equipment. He has a little savings account balance and a moderate checking account balance.",Good risk
